token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP057	0	sai	sai	linguistic	_	Begin=2.25	_	_	_	_
0-1	PKP057	0	che	che	linguistic	_	_	_	_	_	_
0-2	PKP057	0	non	non	linguistic	_	_	_	_	_	_
0-3	PKP057	0	mi	mi	linguistic	_	_	_	_	_	_
0-4	PKP057	0	dispiace?	dispiace	linguistic	Intonation=Rising	End=3.29	_	_	_	_
1-0	PKP060	1	eh	eh	linguistic	_	Begin=3.33	_	_	_	_
1-1	PKP060	1	prendiamo	prendiamo	linguistic	_	_	_	_	_	_
1-2	PKP060	1	la	la	linguistic	_	_	_	_	_	_
1-3	PKP060	1	bottiglia	bottiglia	linguistic	_	End=4.71	_	_	_	_
2-0	PKP057	2	però	però	linguistic	_	Begin=10.0	_	_	_	_
2-1	PKP057	2	è	è	linguistic	_	_	_	_	_	_
2-2	PKP057	2	giotto	giotto	linguistic	_	_	_	_	_	_
2-3	PKP057	2	eh	eh	linguistic	_	End=10.81	_	_	_	_
3-0	PKP060	3	eh	eh	linguistic	_	Begin=12.38	_	_	_	_
3-1	PKP060	3	ma	ma	linguistic	_	_	_	_	_	_
3-2	PKP060	3	sarà	sarà	linguistic	_	_	_	_	_	_
3-3	PKP060	3	una	una	linguistic	_	_	_	_	_	_
3-4	PKP060	3	bottiglia	bottiglia	linguistic	_	_	_	_	_	_
3-5	PKP060	3	da	da	linguistic	_	_	_	_	_	_
3-6	PKP060	3	xx	x	unknown	_	End=14.99	_	_	_	_
4-0	PKP057	4	no	no	linguistic	_	Begin=15.41	_	_	_	_
4-1	PKP057	4	neanch'	neanch'	linguistic	SpaceAfter=No	_	_	_	_	_
4-2	PKP057	4	io	io	linguistic	_	End=16.155	_	_	_	_
5-0	PKP060	5	sarà	sarà	linguistic	_	Begin=16.155	_	_	_	_
5-1	PKP060	5	molt~	molt~	linguistic	Interrupted=Yes	_	_	_	_	_
5-2	PKP060	5	sarà	sarà	linguistic	_	_	_	_	_	_
5-3	PKP060	5	molto	molto	linguistic	_	_	_	_	_	_
5-4	PKP060	5	piccola	piccola	linguistic	_	End=17.44	_	_	_	_
6-0	PKP060	6	una	una	linguistic	_	Begin=18.793	_	_	_	_
6-1	PKP060	6	bottiglietta	bottiglietta	linguistic	_	End=19.893	_	_	_	_
7-0	PKP057	7	sarà	sarà	linguistic	_	Begin=19.907	_	_	_	_
7-1	PKP057	7	una	una	linguistic	_	_	_	_	_	_
7-2	PKP057	7	bottiglietta	bottiglietta	linguistic	_	_	_	_	_	_
7-3	PKP057	7	da	da	linguistic	_	_	_	_	_	_
7-4	PKP057	7	sake	sake	linguistic	_	_	_	_	_	_
7-5	PKP057	7	tipo	tipo	linguistic	_	End=21.007	_	_	_	_
8-0	PKP060	8	poi	poi	linguistic	_	Begin=26.76	_	_	_	_
8-1	PKP060	8	oh	oh	linguistic	_	_	_	_	_	_
8-2	PKP060	8	se	se	linguistic	_	_	_	_	_	_
8-3	PKP060	8	ce	ce	linguistic	_	_	_	_	_	_
8-4	PKP060	8	ne	ne	linguistic	_	_	_	_	_	_
8-5	PKP060	8	arriva	arriva	linguistic	_	_	_	_	_	_
8-6	PKP060	8	tanto	tanto	linguistic	_	_	_	_	_	_
8-7	PKP060	8	non	non	linguistic	_	_	_	_	_	_
8-8	PKP060	8	si	si	linguistic	_	_	_	_	_	_
8-9	PKP060	8	butta	butta	linguistic	_	_	_	_	_	_
8-10	PKP060	8	mica	mica	linguistic	_	_	_	_	_	_
8-11	PKP060	8	via	via	linguistic	_	End=28.77	_	_	_	_
